title,tags
Singularity,action   adventure  dramas  sci fi   fantasy robert kouba julian schaffner  john cusack  jeannine wacker  carmen argenziano  eileen grubba  pavlo bubryak switzerland  united states nearly a century after artificial intelligence tried to eradicate people from earth  two survivors search for a human enclave rumored to still exist 
Sinister Circle,horror movies  international movies dorian fern ndez moris milene v zquez  mat as raygada  claudia dammert  marcello rivera  atilia boschetti  hern n romero  ismael contreras  pietro sibille  leslie shaw peru a psychologist and her mute son confront evil forces at the site of a terrible tragedy involving an ancestral ouija board and a demonic secret society 
Siren,horror movies gregg bishop chase williamson  hannah fierman  justin welborn  hayes mercure  michael aaron milligan  brittany s  hall  randy mcdowell  lindsey garrett  william mark mccullough  patrick wood united states a groom to be and his pals celebrate with a debauched night out that ends with a supernatural assault by a stripper who is not what she appears to be 
Sister Code,comedies  dramas  romantic movies corey grant drew sidora  eva marcille  amber rose  marcus t  paulk  erica ash  essence atkins  amin joseph  rolonda watts  brooklyn mclinn  don hale jr   duane martin  anne marie johnson united states after the death of their beloved mother  three foster sisters find their bond tested by old grudges  career tensions and a startling revelation 
Skin Trade,action   adventure ekachai uekrongtham dolph lundgren  tony jaa  ron perlman  celina jade  peter weller  michael jai white  sahajak boonthanakit  mike dopud thailand  canada  united states a new jersey detective whose family was killed by an international gangster teams up with a bangkok cop on a quest to bring down a criminal empire 
Skin Wars,reality tv unknown director rebecca romijn  rupaul  robin slonina  craig tracy united states artists test their creativity and body painting skills as they face off in a series of elaborate challenges  vying for a grand prize of  100 000 
Skin Wars: Fresh Paint,reality tv unknown director rupaul united states in each episode of this  skin wars  spinoff hosted by rupaul  talented artists from various fields compete in body art for the first time 
Skiptrace,action   adventure  comedies renny harlin jackie chan  johnny knoxville  fan bingbing  eric tsang  eve torres  winston chao china  hong kong  united states to capture a crime lord who killed his partner and kidnapped his partner s daughter  a hong kong detective teams with a smart aleck american gambler 
Sky on Fire,action   adventure  international movies ringo lam daniel wu  joseph chang  amber kuo  zhang jingchu  ruoyun zhang china  hong kong the security chief at a top level medical facility must fight to ensure that revolutionary cancer research doesn t fall into the wrong hands 
Skydancers,documentaries  sports movies fredric lean unknown cast united states  france only a few women pilots take part in the sport of aerobatics  director fredric lean captures their powerful spirit at the world aerobatic championships 
Skyline,action   adventure  sci fi   fantasy colin strause  greg strause eric balfour  scottie thompson  brittany daniel  crystal reed  neil hopkins  david zayas  donald faison  robin gammell  tanya newbould  j  paul boehmer united states after a wild night of partying  terry discovers that he s one of the few people left on earth  then sets out to solve the mystery of what happened 
Sleeping with Other People,comedies  dramas  independent movies leslye headland jason sudeikis  alison brie  adam scott  jason mantzoukas  natasha lyonne  adam brody  amanda peet united states many years after hooking up in college  two people cross paths and realize they are both serial philanderers who need each other s help to reform 
Sleepover,comedies  romantic movies joe nussbaum alexa penavega  mika boorem  jane lynch  sam huntington  sara paxton  brie larson  scout taylor compton  douglas smith  katija pevec  steve carell  jeff garlin united states as high school approaches  four best friends have a summer sleepover and participate in a scavenger hunt against their popular archrivals 
Sling Blade,dramas  independent movies billy bob thornton billy bob thornton  dwight yoakam  j t  walsh  john ritter  lucas black  natalie canerday  james hampton  robert duvall  rick dial  brent briscoe united states a man returns home after being released from a psychiatric hospital  where he d been confined since age 12 for murdering his mother and her lover 
Sliver,thrillers phillip noyce sharon stone  william baldwin  tom berenger  polly walker  colleen camp  amanda foreman  martin landau  cch pounder  nina foch  keene curtis united states a divorc e moves into a high rise with a sordid past and begins a steamy affair with her neighbor  unaware that her every move is being monitored 
Slobby's World,reality tv unknown director robert hall united states welcome to the irreverent world of robert hall   aka slobby robby   a pop culture junkie who buys and sells collectable goods from the  80s and  90s 
Slow West,action   adventure  dramas  international movies john maclean kodi smit mcphee  michael fassbender  ben mendelsohn  caren pistorius  rory mccann  andrew robertt  edwin wright  kalani queypo united kingdom  new zealand determined to find the woman he loves  a scottish teenager braves the western frontier of 19th century america  with bounty hunters hot on his trail 
Small Soldiers,action   adventure  comedies  sci fi   fantasy joe dante kirsten dunst  gregory smith  jay mohr  phil hartman  kevin dunn  denis leary  frank langella  tommy lee jones  ernest borgnine united states when the commando elite  a group of toy action figures  are released before they ve been tested  they attack the children playing with them 
Smart People,comedies  dramas  independent movies noam murro dennis quaid  sarah jessica parker  thomas haden church  ellen page  ashton holmes  christine lahti  camille mana  david denman  don wadsworth  robert haley united states an unexpected romance and a surprise visit from his wild brother turn the life of widowed professor lawrence wetherhold upside down 
Smash: Motorized Mayhem,documentaries  sports movies unknown director unknown cast united states buckle up for a look inside a biannual school bus race in florida  a harrowing event where carnage and collisions are most definitely encouraged 
SMOSH: The Movie,comedies alex winter ian hecox  anthony padilla  jenna marbles  grace helbig  harley morenstein  jillian nelson  brittany ross  michael ian black  steve austin united states to keep his teen crush from spotting him in an embarrassing youtube video  anthony and his friend ian must enter the virtual world and alter the clip 
Sniper: Special Ops,action   adventure  dramas fred olen ray steven seagal  rob van dam  tim abell  charlene amoia  daniel booko  jason shane scott  anthony batarse  gerald webb united states after a mission to rescue a u s  congressman from the taliban ends with two men left behind  their sniper buddies go against orders to get them back 
Socha Na Tha,comedies  international movies  romantic movies imtiaz ali abhay deol  ayesha takia  apoorva jha  ayesha jhulka  rati agnihotri  sandhya mridul  suresh oberoi  manish chaudhary india an arranged marriage becomes a friendship for viren and aditi  who aren t in love   until they begin having unexpected feelings for each other 
Social Animals,documentaries jonathan ignatius green unknown cast united states this documentary follows a trio of teens   a daredevil photographer  an aspiring model and a lonely ohio girl   and instagram s impact on their lives 
Soekarno,dramas  international movies hanung bramantyo ario bayu  lukman sardi  maudy koesnaedi  tanta ginting  tika bravani  emir mahira  sujiwo tedjo  ayu laksmi  matias muchus indonesia this biographical drama about indonesia s first president recounts his nationalist crusade to seize independence from dutch colonial rule 
